252 36.373 -3.000 145.700 B
253 36.373 3.000 145.700 B
254 36.373 9.000 145.700 B
255 36.373 15.000 145.700 B
256 41.569 -24.000 145.700 B
257 41.569 -18.000 145.700 B
258 41.569 -12.000 145.700 B
259 41.569 -6.000 145.700 B
260 41.569 0.000 145.700 B
261 41.569 6.000 145.700 B
262 41.569 12.000 145.700 B
263 41.569 18.000 145.700 B
264 46.765 -27.000 145.700 B
265 46.765 -21.000 145.700 B
266 46.765 -15.000 145.700 B
267 46.765 -9.000 145.700 B
268 46.765 -3.000 145.700 B
269 46.765 3.000 145.700 B
270 46.765 9.000 145.700 B
271 46.765 15.000 145.700 B
272 46.765 21.000 145.700 B
273 51.962 -30.000 145.700 B
274 51.962 -24.000 145.700 B
275 51.962 -18.000 145.700 B
276 51.962 -12.000 145.700 B
277 51.962 -6.000 145.700 B
278 51.962 0.000 145.700 B
279 51.962 6.000 145.700 B
280 51.962 12.000 145.700 B
281 51.962 18.000 145.700 B
282 51.962 24.000 145.700 B
283 57.158 -27.000 145.700 B
284 57.158 -21.000 145.700 B
285 57.158 -15.000 145.700 B
286 57.158 -9.000 145.700 B
287 57.158 -3.000 145.700 B
288 57.158 3.000 145.700 B
289 57.158 9.000 145.700 B
290 57.158 15.000 145.700 B
291 57.158 21.000 145.700 B
292 6.543 4.333 145.700 P0
293 3.849 4.333 145.700 P1
294 6.543 1.667 145.700 P2
295 3.849 1.667 145.700 P3
296 11.739 7.333 145.700 P0
297 9.045 7.333 145.700 P1
298 11.739 4.667 145.700 P2
299 9.045 4.667 145.700 P3
300 6.543 10.333 145.700 P0
301 3.849 10.333 145.700 P1
302 6.543 7.667 145.700 P2
303 3.849 7.667 145.700 P3
304 15.588 9.000 145.700 B
305 10.392 12.000 145.700 B
306 5.196 15.000 145.700 B
307 20.785 12.000 145.700 B
308 15.588 15.000 145.700 B
309 10.392 18.000 145.700 B
310 5.196 21.000 145.700 B
311 25.981 15.000 145.700 B
312 20.785 18.000 145.700 B
313 15.588 21.000 145.700 B
314 10.392 24.000 145.700 B
315 5.196 27.000 145.700 B
316 31.177 18.000 145.700 B
317 25.981 21.000 145.700 B
318 20.785 24.000 145.700 B
319 15.588 27.000 145.700 B
320 10.392 30.000 145.700 B
321 5.196 33.000 145.700 B
322 36.373 21.000 145.700 B
323 31.177 24.000 145.700 B
324 25.981 27.000 145.700 B
325 20.785 30.000 145.700 B
326 15.588 33.000 145.700 B
327 10.392 36.000 145.700 B
328 5.196 39.000 145.700 B
329 41.569 24.000 145.700 B
330 36.373 27.000 145.700 B
331 31.177 30.000 145.700 B
332 25.981 33.000 145.700 B
333 20.785 36.000 145.700 B
334 15.588 39.000 145.700 B
335 10.392 42.000 145.700 B
336 5.196 45.000 145.700 B
337 46.765 27.000 145.700 B
338 41.569 30.000 145.700 B
339 36.373 33.000 145.700 B
