#########################################################################
#                                                                       #
# PbWO4 configuration file                                              #
#                                                                       #
#                                                                       #
##--Update      Tigran Armand Rostomyan  31.Jul.2014                    #
#                                                                       #
#########################################################################
#
## Total # Elements in array, Pulse-Height info? Time info? Position info?
## Info switch is off/on = 0/1
##      Total   Energy? Time?   Position?
#
Size:   72      1       1       1
RawHits:
#BitPattern: data/TAPS.pat
#
#         ADC#      low  high      ped     MeV/ch    TDC#     low     high      Off      ns/ch      Pos x      y     z (cm)
#
# BLOCK A
# 
# 4 PWO Ring 1
Element:   29070    1.0  2000.0  103.065  0.250064  29259M0  -5000.0  5000.0  -5518.00  -0.100000    3.849   -7.667  145.700
#				                  
# BLOCK D			                  
#				                  
# 4 PWO Ring 1			                  
Element:   29072    1.0  2000.0   78.820  0.249828  29260M0  -5000.0  5000.0  -5528.00  -0.100000    6.543   -1.667  145.700
Element:   29074    1.0  2000.0  102.490  0.251412  29261M0  -5000.0  5000.0  -5546.00  -0.100000    6.543   -4.333  145.700
Element:   29076    1.0  2000.0  110.294  0.251450  29262M0  -5000.0  5000.0  -5521.00  -0.100000    3.849   -4.333  145.700
Element:   29078    1.0  2000.0  109.386  0.250545  29263M0  -5000.0  5000.0  -5536.00  -0.100000    3.849   -1.667  145.700
#				                  
# 4 PWO Ring 2			                  
Element:   29080    1.0  2000.0   69.008  0.251722  29264M0  -5000.0  5000.0  -5502.00  -0.100000   11.739   -4.667  145.700
Element:   29082    1.0  2000.0   81.745  0.248130  29265M0  -5000.0  5000.0  -5500.00  -0.100000   11.739   -7.333  145.700
Element:   29084    1.0  2000.0  110.912  0.251795  29266M0  -5000.0  5000.0  -5515.00  -0.100000    9.045   -7.333  145.700
Element:   29086    1.0  2000.0   82.545  0.251517  29267M0  -5000.0  5000.0  -5519.00  -0.100000    9.045   -4.667  145.700
#				                  
# 4 PWO Ring 2			                  
Element:   29088    1.0  2000.0   87.296  0.248944  29268M0  -5000.0  5000.0  -5522.00  -0.100000   11.739    1.333  145.700
Element:   29090    1.0  2000.0   95.334  0.257757  29269M0  -5000.0  5000.0  -5523.00  -0.100000   11.739   -1.333  145.700
Element:   29092    1.0  2000.0   97.955  0.253122  29270M0  -5000.0  5000.0  -5522.00  -0.100000    9.045   -1.333  145.700
Element:   29094    1.0  2000.0   83.120  0.252039  29271M0  -5000.0  5000.0  -5521.00  -0.100000    9.045    1.333  145.700
#				                  
# BLOCK E			                  
#				                  
# 4 PWO Ring 1			                  
Element:   29096    1.0  2000.0   85.697  0.251866  29272M0  -5000.0  5000.0  -5522.00  -0.100000    6.543    4.333  145.700
Element:   29098    1.0  2000.0   87.259  0.255789  29273M0  -5000.0  5000.0  -5537.00  -0.100000    6.543    1.667  145.700
Element:   29100    1.0  2000.0   94.262  0.246493  29274M0  -5000.0  5000.0  -5524.00  -0.100000    3.849    1.667  145.700
Element:   29102    1.0  2000.0   90.628  0.249926  29275M0  -5000.0  5000.0  -5529.00  -0.100000    3.849    4.333  145.700
#				                  
# 4 PWO Ring 2			                  
Element:   29104    1.0  2000.0  110.785  0.254202  29276M0  -5000.0  5000.0  -5541.00  -0.100000   11.739    7.333  145.700
Element:   29106    1.0  2000.0   87.572  0.250157  29277M0  -5000.0  5000.0  -5525.00  -0.100000   11.739    4.667  145.700
Element:   29108    1.0  2000.0  100.532  0.251134  29278M0  -5000.0  5000.0  -5525.00  -0.100000    9.045    4.667  145.700
Element:   29110    1.0  2000.0   96.173  0.249701  29279M0  -5000.0  5000.0  -5531.00  -0.100000    9.045    7.333  145.700
#				                  
# 4 PWO Ring 2			                  
Element:   29112    1.0  2000.0   83.513  0.253141  29280M0  -5000.0  5000.0  -5522.00  -0.100000    6.543   10.333  145.700
Element:   29114    1.0  2000.0   82.042  0.252140  29281M0  -5000.0  5000.0  -5521.00  -0.100000    6.543    7.667  145.700
Element:   29116    1.0  2000.0   92.756  0.250140  29282M0  -5000.0  5000.0  -5516.00  -0.100000    3.849    7.667  145.700
Element:   29118    1.0  2000.0   90.250  0.250581  29283M0  -5000.0  5000.0  -5542.00  -0.100000    3.849   10.333  145.700
#				                  
# BLOCK F			                  
#				                  
# 4 PWO Ring 1			                  
Element:   29120    1.0  2000.0   88.617  0.253174  29284M0  -5000.0  5000.0  -5529.00  -0.100000    1.347    7.333  145.700
Element:   29122    1.0  2000.0   86.302  0.249818  29285M0  -5000.0  5000.0  -5530.00  -0.100000    1.347    4.667  145.700
Element:   29124    1.0  2000.0   88.536  0.249922  29286M0  -5000.0  5000.0  -5526.00  -0.100000   -1.347    4.667  145.700
Element:   29126    1.0  2000.0   86.038  0.248663  29287M0  -5000.0  5000.0  -5531.00  -0.100000   -1.347    7.333  145.700
#				                  
# 4 PWO Ring 2			                  
Element:   29128    1.0  2000.0   97.949  0.256333  29288M0  -5000.0  5000.0  -5537.00  -0.100000    1.347   13.333  145.700
Element:   29130    1.0  2000.0   76.882  0.248523  29289M0  -5000.0  5000.0  -5517.00  -0.100000    1.347   10.667  145.700
Element:   29132    1.0  2000.0   81.326  0.251733  29290M0  -5000.0  5000.0  -5519.00  -0.100000   -1.347   10.667  145.700
Element:   29134    1.0  2000.0   80.330  0.254706  29291M0  -5000.0  5000.0  -5524.00  -0.100000   -1.347   13.333  145.700
#				                  
# 4 PWO Ring 2			                  
Element:   29136    1.0  2000.0   84.883  0.250657  29292M0  -5000.0  5000.0  -5528.00  -0.100000   -3.849   10.333  145.700
Element:   29138    1.0  2000.0   86.816  0.249839  29293M0  -5000.0  5000.0  -5526.00  -0.100000   -3.849    7.667  145.700
Element:   29140    1.0  2000.0   85.219  0.248349  29294M0  -5000.0  5000.0  -5530.00  -0.100000   -6.543    7.667  145.700
Element:   29142    1.0  2000.0   91.813  0.247453  29295M0  -5000.0  5000.0  -5530.00  -0.100000   -6.543   10.333  145.700
#
##
Initialise:
##
#####################################################################
##      Histograming of basic detector stuff
#####################################################################
Display: 1D	NADChits    72 0 72
